Date,Date,price,24h_volume,50d_ema,20d_ema,10d_ema,5d_ema,10_20_ema,5_20_ema,10_20_acc,5_20_acc,14d_RSI,14d_rtn,7d_rtn,stance1,stance2,stance3,stance4,stance,stanceLO,log_price,log_rtn,equity_log_return,cumulative_equity_return,equity_log_return_LO,cumulative_equity_return_LO,cumulative_price
2021-02-07,2021-02-07,6.117657911972685,134130068.36753744,4.1982652452861755,4.760788329952705,5.369282852730285,5.947954771614998,1.1278138158231505,1.2493634161790357,1.0250978840360656,1.0282091713182933,79.52079282963219,0.6419247316535743,0.4243963538348958,1.0,1.0,2.0,2.0,1,2,1.8111793291560412,-0.09191990419996543,-0.09191990419996543,1.4347333439509704,-0.18383980839993086,2.3725315382247825,1.6536393666653777
2021-02-08,2021-02-08,6.657339688114339,133124403.50118582,4.29469953716179,4.941412268825242,5.603475004618294,6.184416410448112,1.1339824932175613,1.2515483578378652,1.0167380891044933,1.0107351687171566,82.96355328770396,0.6693459335943722,0.3109789506378014,1.0,1.0,2.0,2.0,1,2,1.8957199585233233,0.08454062936728213,0.08454062936728213,1.5613012969968174,0.16908125873456425,2.80959066915106,1.7995185647737197
2021-02-09,2021-02-09,7.908749783879188,198992540.37720096,4.4364269978173745,5.224015841687523,6.02261587357482,6.759194201591804,1.1528709054659612,1.2938693921357576,1.0205322282874785,1.0266176787412735,88.0007944563698,0.8237687279964192,0.11867307258129885,1.0,1.0,2.0,2.0,1,2,2.067969714152159,0.1722497556288356,0.1722497556288356,1.854786126842714,0.3444995112576712,3.9651287042618573,2.1377821662983036
2021-02-10,2021-02-10,7.84013833144138,155211915.61724132,4.569905873645768,5.4731703645212235,6.35307450227783,7.119508911541662,1.1607668095735548,1.3008016263649516,1.0178384545500208,1.0218052003890628,86.49083441699305,0.9334197056554726,0.059012695783819166,1.0,1.0,2.0,2.0,1,2,2.0592564785231597,-0.008713235628999172,-0.008713235628999172,1.8386951423506293,-0.017426471257998344,3.89662908964442,2.119236082096177
2021-02-11,2021-02-11,9.021720125352658,151648521.93150106,4.744486824693096,5.811127484600408,6.838282797382345,7.753579316145328,1.1767566303619938,1.3342641917067648,1.0228769359837062,1.0375551665384737,89.75198284535229,0.9366377362304313,-0.08754307470361071,1.0,1.0,2.0,2.0,1,2,2.199635017151968,0.14037853862880834,0.14037853862880834,2.115803608159445,0.28075707725761667,5.1596508921824515,2.4386246777747367
2021-02-12,2021-02-12,9.200179305161805,201126010.15108156,4.91921986314285,6.133894324653874,7.267718526069519,8.235779312484155,1.184845734439617,1.3426672969213382,1.0197971583448633,1.0291554838416241,90.13916515940878,0.5011673802744474,-0.020381849790235978,1.0,1.0,2.0,2.0,1,2,2.219222973556574,0.019587956404605755,0.019587956404605755,2.1576564445701307,0.03917591280921151,5.365796532954017,2.4868632568717604
2021-02-13,2021-02-13,9.228804888243197,114926769.55619727,5.08822319746051,6.42864771166238,7.624279682828369,8.56678783773717,1.1859849885687408,1.332595628501455,1.0117210776982626,1.0089004002711373,90.20310393281461,0.4811165827539065,0.2396913295316268,1.0,1.0,2.0,2.0,1,2,2.2223295589009195,0.0031065853443457137,0.0031065853443457137,2.164369810882511,0.006213170688691427,5.399238926761843,2.494600922455266
2021-02-14,2021-02-14,8.713969623823095,116673415.15525527,5.230409331827671,6.646297417582448,7.822405126645592,8.615848433099146,1.1769568280155216,1.296338079952057,0.999910480366691,0.9810832864701532,80.13862838039552,0.52754320859283,0.15271618551467636,1.0,1.0,2.0,2.0,1,2,2.1649274417840902,-0.0574021171168293,-0.0574021171168293,2.0436289438491095,-0.1148042342336586,4.813641036072145,2.35543788443601
2021-02-15,2021-02-15,8.727632198363525,111434979.06446631,5.367555326593783,6.844519777656836,7.986991866957943,8.653109688187273,1.166917786260269,1.26423912404116,0.9903465325487759,0.9621149545347799,80.20175974809692,0.49304745773713077,0.27335830432839714,1.0,1.0,2.0,2.0,1,2,2.1664941072170265,0.001566665432936265,0.001566665432936265,2.0468331359663265,0.00313333086587253,4.828747420398602,2.359130959700294
2021-02-16,2021-02-16,8.847305421008814,109980858.18916675,5.504016114610059,7.035261267499882,8.143412513149011,8.717841599127787,1.157513872408456,1.2391638729041605,0.9855846921534192,0.956882708072562,80.77810315337669,0.6988320138640889,0.6302964402174596,1.0,1.0,2.0,2.0,1,2,2.1801129404563726,0.013618833239346095,0.013618833239346095,2.0748992954963055,0.02723766647869219,4.962078807060556,2.3914793444824283
2021-02-17,2021-02-17,8.30280602969779,72282574.1446148,5.6137725818684014,7.155979816280635,8.172393152521515,8.579496409317787,1.1420369204966772,1.198926859715073,0.9795475382290446,0.946830634505028,70.69430257652708,0.6873917328874893,0.8256813288007548,1.0,1.0,2.0,2.0,1,2,2.116593533534987,-0.0635194069213858,-0.0635194069213858,1.9472014994253535,-0.1270388138427716,4.370100267782421,2.2442979163030117
2021-02-18,2021-02-18,8.231931006463842,95778536.21248828,5.716445461264302,7.258451358202845,8.183218216874666,8.46364127503314,1.1274055322595409,1.166039538925655,0.9768138627613765,0.9457379312421257,69.47850420732688,0.7166085937608995,1.1224429148821047,1.0,1.0,2.0,2.0,1,2,2.1080206173576377,-0.008572916177349121,-0.008572916177349121,1.9305796548321743,-0.017145832354698243,4.2958099657270985,2.225139975434235
2021-02-19,2021-02-19,9.01266263252076,93285838.88247588,5.845708879744947,7.4255190986140756,8.334026292446683,8.64664839419568,1.1223493175045736,1.1644503608925496,0.9817227505702635,0.9650962633535135,74.65031818896404,0.4551775239428115,0.5324005378554949,1.0,1.0,2.0,2.0,1,2,2.198630547665537,0.09060993030789932,0.09060993030789932,2.113679415017967,0.18121986061579864,5.149295873201977,2.4361763835213424
2021-02-20,2021-02-20,11.440869401894185,337882476.3629094,6.065126939437074,7.807933413212181,8.898906857800775,9.578055396761847,1.139726274143489,1.226708130035325,1.001687361583671,1.0230600882094694,83.82849066534187,0.10403062346658123,0.1947462626148185,1.0,1.0,2.0,2.0,1,2,2.4371919797331234,0.2385614320675864,0.2385614320675864,2.6831504884510564,0.4771228641351728,8.297737155905983,3.092535134209392
2021-02-21,2021-02-21,10.044733825464117,151686888.40429655,6.221189954575389,8.020962023902841,9.107239033739564,9.733614872995938,1.135429765980635,1.2135221241528524,1.0018000906060163,1.0164102846981797,68.47687044623254,0.30098972656236334,0.3251685261197205,1.0,1.0,2.0,2.0,1,2,2.307048499704178,-0.13014348002894538,-0.13014348002894538,2.3557241607611323,-0.26028696005789076,6.396147690356958,2.715151373363837
2021-02-22,2021-02-22,11.113402936910099,185663015.63880062,6.413041444078711,8.315480206094009,9.471996107043296,10.193544227633993,1.1390798693864648,1.22585154134137,1.0055453105403094,1.022126978230251,72.61145500682048,0.2522885316294567,0.17252736536288857,1.0,1.0,2.0,2.0,1,2,2.40815185170422,0.10110335200004217,0.10110335200004217,2.606351971257256,0.20220670400008434,7.829530838519662,3.00401899853259
2021-02-23,2021-02-23,14.423730533387301,745502104.7831652,6.727186114247676,8.897218332502893,10.37231145728766,11.603606329551763,1.1657926185081946,1.304183610641769,1.0221986775423855,1.062953574510889,80.94759177174703,-0.05432053064658987,0.04203871882188964,1.0,1.0,2.0,2.0,1,2,2.668874803903665,0.26072295219944497,0.26072295219944497,3.382700935257342,0.5214459043988899,13.188542947220022,3.898820262163287
2021-02-24,2021-02-24,15.15827794507358,1244332504.0368009,7.057817166436927,9.493509724176292,11.242487182339646,12.788496868059035,1.1842287530089517,1.3470778710524398,1.0272171203276081,1.066174348882646,82.23936949507191,-0.019241688325935313,-0.0757468424153215,1.0,1.0,2.0,2.0,1,2,2.718546781748548,0.049671977844882864,0.049671977844882864,3.554969420913701,0.09934395568976573,14.566035017409796,4.097372802060847
2021-02-25,2021-02-25,17.471803640467495,653765450.5243506,7.466208792869499,10.25334724001355,12.375090174726527,14.349599125528522,1.2069317350760251,1.39950386831038,1.0348447623540074,1.078177112206909,85.56014752286148,-0.18534228368651456,-0.19121094766581653,1.0,1.0,2.0,2.0,1,2,2.860588360972985,0.14204157922443716,0.14204157922443716,4.097545110014087,0.28408315844887433,19.351609770567766,4.7227325754813325
2021-02-26,2021-02-26,13.811009065584933,528005152.61285347,7.715024489838732,10.592172175782254,12.636166336700782,14.170069105547327,1.1929721427293145,1.3377868930364925,1.0128808845311805,1.0112679363446162,64.88634028686393,0.15679971990187722,-0.05039349178299852,1.0,1.0,2.0,2.0,1,2,2.625466032498801,-0.23512232847418435,-0.23512232847418435,3.2390034724276218,-0.4702446569483687,12.091841286616864,3.7331980004189607
2021-02-27,2021-02-27,13.668935958977311,439215087.7936575,7.9485112141186764,10.885197297991308,12.823942631660149,14.003024723357322,1.1781084238157635,1.2864281960182165,0.9936755497477491,0.9636194500964803,64.23761689223466,0.0680145970079065,-0.0759287908963174,1.0,1.0,2.0,2.0,1,2,2.615125810030951,-0.010340222467849713,-0.010340222467849713,3.205684018110024,-0.020680444935699427,11.84434462004505,3.6947947936016865
2021-02-28,2021-02-28,13.310965118755187,331645301.8971598,8.158803524104423,11.116222804730725,12.912492174768335,13.772338188489943,1.1615899034763115,1.238940459400369,0.9804380912378614,0.9372085496376709,62.54097043919036,0.15081652811658852,-0.018245829930896504,1.0,1.0,2.0,2.0,1,2,2.5885881405787794,-0.02653766945217173,-0.02653766945217173,3.121731514060446,-0.05307533890434346,11.23209345311152,3.5980331436324913
2021-03-01,2021-03-01,13.030769065831386,388225411.00663006,8.34986099632901,11.298560543883168,12.933997064052525,13.52514848093709,1.1447473343013372,1.1970682839115605,0.9727050769474722,0.9265624956498558,61.178890567608576,0.11791667694685615,0.06802499337990515,1.0,1.0,2.0,2.0,1,2,2.5673134120988492,-0.02127472847993017,-0.02127472847993017,3.0560190100666413,-0.04254945695986034,10.76419889558484,3.5222944818494804
2021-03-02,2021-03-02,15.030085685643074,392440888.40344346,8.611830591988385,11.653943890717445,13.315104086159899,14.026794215839086,1.1425406035089627,1.2036092113856542,0.9815711070817025,0.9607609294329491,66.7444227279646,-0.05766565930441564,-0.09247185131222528,1.0,1.0,2.0,2.0,1,2,2.710053904722889,0.14274049262403965,0.14274049262403965,3.5249053487331667,0.2854809852480793,14.32070934817468,4.062721670901453
2021-03-03,2021-03-03,14.010086254280449,225140396.16056278,8.823526892470426,11.878338401532968,13.441464480363635,14.021224895319541,1.13159467477614,1.180402883075803,0.982529104470669,0.9665215222003334,61.871053653542326,-0.022895827208986086,0.06113601411657528,1.0,1.0,2.0,2.0,1,2,2.6397775169524085,-0.0702763877704804,-0.0702763877704804,3.2856917123964653,-0.1405527755409608,12.442946550688944,3.787009750106321
2021-03-04,2021-03-04,14.131003508942642,196774080.8443388,9.031663230371297,12.092877935571984,13.566835212832544,14.057817766527243,1.1218863933890226,1.1624873616871019,0.9837037717228508,0.9715718916958079,62.22319143131523,0.010385161622785322,0.007256112038565404,1.0,1.0,2.0,2.0,1,2,2.648371213915817,0.008593696963408615,0.008593696963408615,3.3140496264248602,0.01718739392681723,12.658656813134819,3.819694404151323
2021-03-05,2021-03-05,13.115024093723461,147658517.89297044,9.191795028934129,12.190225188729267,13.484687736630892,13.743553208925984,1.106188567303781,1.1274240628165655,0.9794553553387214,0.9601649096700722,57.424362061508496,0.08796412221626101,0.21818849164577175,1.0,1.0,2.0,2.0,1,2,2.5737584504291178,-0.07461276348669932,-0.07461276348669932,3.0757787775547367,-0.14922552697339864,10.903848357064986,3.545069117660541
2021-03-06,2021-03-06,12.63107017877297,114430118.94230543,9.326668564221926,12.232210425876286,13.329484544293088,13.372725532208314,1.0897036659944637,1.093238676136519,0.9743566196767545,0.9478133604990895,55.238955387767454,0.12285550597105514,0.15577088268321232,1.0,1.0,2.0,2.0,1,2,2.5361596658505836,-0.03759878457853416,-0.03759878457853416,2.9622803066192827,-0.07519756915706832,10.113975882086399,3.4142534923135033
2021-03-07,2021-03-07,13.068095512982284,151724548.43234462,9.47339118966351,12.31181852941019,13.28195926587294,13.271182192466306,1.0787975175353097,1.0779221737848401,0.97572737245003,0.9553548882969458,56.836454005865505,0.09241656645097161,0.17220436969020983,1.0,1.0,2.0,2.0,1,2,2.5701738026333167,0.03401413678273313,0.03401413678273313,3.0647729317649777,0.06802827356546626,10.825954998996627,3.5323840428080424
2021-03-08,2021-03-08,13.917187045269639,176392184.74589956,9.647657693804927,12.464710769015852,13.397455225763249,13.486517143400752,1.0748308142910115,1.0819759393795847,0.9822252506903724,0.9759755802637545,59.83570624774789,0.027954119493880228,0.046713966317456876,1.0,1.0,2.0,2.0,1,2,2.6331245544041386,0.06295075177082188,0.06295075177082188,3.2639046829952894,0.12590150354164376,12.278478263811254,3.761898540659368
2021-03-09,2021-03-09,13.640225836910282,135033736.39428464,9.804228993534549,12.576664585005798,13.44159533688089,13.537753374570597,1.068772665918616,1.076418416271563,0.9862632201181606,0.9862768056560045,58.40999311452532,0.09018264506947561,0.03835274096802076,1.0,1.0,2.0,2.0,1,2,2.613023209236483,-0.020101345167655715,-0.020101345167655715,3.198950825435446,-0.04020269033531143,11.7946413426244,3.6870342766268993
2021-03-10,2021-03-10,14.866607085296575,167995189.73188934,10.002753624584042,12.794754346938253,13.700688382047378,13.980704611479258,1.0708051136070393,1.0926903504657592,0.9946340900171129,1.0075994707109202,62.65339439972889,-0.045204618324272146,-0.07919045269189187,1.0,1.0,2.0,2.0,1,2,2.6991175626344006,0.08609435339791771,0.08609435339791771,3.4865658073082484,0.17218870679583542,14.010877771744678,4.018532431648428
2021-03-11,2021-03-11,14.233539653620891,146460475.43541464,10.16866680219333,12.931781519003266,13.797570431424381,14.064982958859803,1.0669504747778824,1.0876291822740196,0.9952605466216818,1.0039710715188224,59.29045495072288,-0.04423365550133246,0.0031065084111399415,1.0,1.0,2.0,2.0,1,2,2.655601127031964,-0.043516435602436676,-0.043516435602436676,3.338096741815566,-0.08703287120487335,12.843028570312049,3.847410534700928
2021-03-12,2021-03-12,15.976571418630938,296645197.9026507,10.396427767543825,13.221761509443995,14.1937524290983,14.702179112116848,1.0735144798187468,1.1119682579068928,1.0023714566862554,1.020026693963578,64.87991675682865,-0.1885291018574919,-0.10690001614904251,1.0,1.0,2.0,2.0,1,2,2.7711233627892855,0.11552223575732157,0.11552223575732157,3.746878309665479,0.23104447151464313,16.18112779007895,4.3185624012229
2021-03-13,2021-03-13,14.598623129754035,234666311.88987264,10.56121974253246,13.352891187568762,14.267365283762977,14.667660451329246,1.0684851005934632,1.0984632650181785,0.9988590632904958,1.0045996110571587,58.0896784283951,0.010304460976044276,-0.028479153788458104,1.0,1.0,2.0,2.0,1,2,2.680927218085953,-0.09019614470333259,-0.09019614470333259,3.4237173247364647,-0.18039228940666518,13.510313037713031,3.9460947725154174
2021-03-14,2021-03-14,15.318478663846857,187955914.4581912,10.747778915917339,13.540089994833343,14.458476807414591,14.884599855501785,1.0678272310547188,1.0992984434506332,0.9984205489608741,1.0011735264206125,60.42016104495578,0.08146752802180474,-0.06806646119253466,1.0,1.0,2.0,2.0,1,2,2.7290598554550387,0.048132637369085796,0.048132637369085796,3.5925402227231835,0.09626527473817159,14.875545116639739,4.140676010403558
2021-03-15,2021-03-15,14.567314052136112,111823964.28382453,10.897564607533761,13.637920857433606,14.478265397363959,14.778837921046563,1.0616182296931507,1.0836576979394243,0.994323319173011,0.988555343169386,56.86665535168696,0.23619698242787798,-0.01792261059587982,1.0,1.0,2.0,2.0,1,2,2.6787802553842823,-0.05027960007075638,-0.05027960007075638,3.4163746164201205,-0.10055920014151276,13.452425133468346,3.9376317423774196
2021-03-16,2021-03-16,14.163365885178607,133187836.15549983,11.025635245872776,13.687963241028369,14.421010940602986,14.573680575757244,1.0535541838231548,1.0647077522880848,0.9892528987424144,0.9753473244983081,54.99355044425344,0.33336178835893415,0.04991550756935991,1.0,1.0,2.0,2.0,1,2,2.6506587637740635,-0.02812149161021882,-0.02812149161021882,3.3216393578128085,-0.05624298322043764,12.71670411517776,3.8284421471785848
2021-03-17,2021-03-17,13.689313740219452,144943707.17130157,11.130093226043234,13.688091859998949,14.287975085987796,14.27889163057798,1.0438251899625177,1.0431615872118407,0.9856129317740135,0.9678100732716031,52.79574863722304,0.40078283804234077,0.03690864681732918,1.0,1.0,2.0,2.0,1,2,2.6166155094989167,-0.03404325427514676,-0.03404325427514676,3.2104630826874376,-0.06808650855029352,11.879686270096647,3.700303029229141
2021-03-18,2021-03-18,14.277756264275158,118128026.42254479,11.253530992248407,13.744250374691921,14.286117118403679,14.278513175143708,1.039424976185644,1.0388717307882833,0.9868739744076961,0.9746067079682686,55.18971000926628,0.36482452724846615,-0.04719355673153428,0.0,1.0,1.0,2.0,0,1,2.6587028202156353,0.04208731071671856,0.0,3.2104630826874376,0.04208731071671856,12.39034098270122,3.859362547888084
2021-03-19,2021-03-19,14.26867567597296,98337016.85098365,11.371771960237606,13.794195641480592,14.282945947052639,14.27523400875346,1.0354315915385688,1.0348725202813809,0.9891674067225377,0.9827342824100042,55.143234636521825,0.3354743599650972,-0.09139971692360015,0.0,1.0,1.0,2.0,0,1,2.6580666224149794,-0.0006361978006559355,0.0,3.2104630826874376,-0.0006361978006559355,12.382460781967627,3.8569080107915243
2021-03-20,2021-03-20,14.182866696542028,86842533.95631836,11.482010969504447,13.831211932438825,14.264749719687073,14.244444904682982,1.0313448878786577,1.0298768447958626,0.9909953565570422,0.9880828311677052,54.67468618961124,0.39170166854109856,0.03992051731647302,0.0,1.0,1.0,2.0,0,1,2.652034665448731,-0.006031956966248586,0.0,3.2104630826874376,-0.006031956966248586,12.307995123999572,3.8337133326251207
2021-03-21,2021-03-21,14.275804030345455,86343402.39593284,11.59157148169429,13.87355403700136,14.266759594352234,14.254897946570473,1.0283420928986313,1.0274871102640355,0.9929208838106541,0.9928812676005753,55.11948361626192,0.5830255863085515,0.16045563657435089,0.0,1.0,1.0,2.0,0,1,2.6585660783233735,0.006531412874642761,0.0,3.2104630826874376,0.006531412874642761,12.388646819863633,3.858834847430564
2021-03-22,2021-03-22,14.306229754951788,79484161.8717318,11.698028668880859,13.914761248234734,14.273935987188516,14.272008549364246,1.025812497429616,1.0256739799380197,0.99393577526347,0.9944903070650829,55.27422792908362,0.6791865870382993,0.2587571975136766,0.0,1.0,1.0,2.0,0,1,2.6606950895985975,0.002129011275223913,0.0,3.2104630826874376,0.002129011275223913,12.41505048550552,3.867059101988814
2021-03-23,2021-03-23,14.870337482227853,326592283.75572574,11.822432936070937,14.005768508615033,14.382372622650212,14.471451526985451,1.0268892145263953,1.0332493727912162,0.9974019660941243,1.0029288619241343,58.1549834182299,0.5428692094846402,0.2699705631034782,0.0,1.0,1.0,2.0,0,1,2.6993684557241315,0.03867336612553407,0.0,3.2104630826874376,0.03867336612553407,12.904587284044077,4.0195407801549345
2021-03-24,2021-03-24,14.194567786228824,133887151.90285721,11.91545783215556,14.023749392197297,14.348226288755415,14.379156946733243,1.0231376707814426,1.0253432619620038,0.9961371029562872,0.9970993131967004,53.69338305077131,0.7605008873763487,0.350922130258901,0.0,1.0,1.0,2.0,0,1,2.6528593411506196,-0.04650911457351192,0.0,3.2104630826874376,-0.04650911457351192,12.318149414940319,3.836876206852052
2021-03-25,2021-03-25,13.60393816401807,147906709.02353978,11.981672747130562,13.983767370465943,14.212901175166806,14.120750685828186,1.01638569912031,1.0097958805902016,0.9924542188714313,0.9858304208328098,50.077242260557284,0.960809629731447,0.43242579528181146,0.0,1.0,1.0,2.0,0,1,2.6103593217081316,-0.042500019442488046,0.0,3.2104630826874376,-0.042500019442488046,11.805596722611057,3.6772255025367695
2021-03-26,2021-03-26,12.964522758314372,143844943.83494917,12.020215884824045,13.886696455022935,13.985923281193635,13.735341376656915,1.0071454594324922,0.9891007138482333,0.9875193921264461,0.9729185087661039,46.431469889230804,1.0830035070200215,0.4698150384054014,0.0,1.0,1.0,2.0,0,1,2.562216608310375,-0.048142713397756776,0.0,3.2104630826874376,-0.048142713397756776,11.250707371678205,3.504387710404813
2021-03-27,2021-03-27,14.749054072098563,183730696.64450446,12.127229147070105,13.96882575188728,14.12467433408544,14.073245608470799,1.0111568849784747,1.0074752064660417,0.9943102997214939,0.9945530904159439,56.048638653120065,0.8838291586085956,0.3382769599857505,0.0,0.0,1.0,1.0,0,1,2.691178950024185,0.12896234171381016,0.0,3.2104630826874376,0.12896234171381016,12.799336656478259,3.986757152106574
2021-03-28,2021-03-28,16.56643725364522,282806957.30753034,12.301315739484817,14.216217323483274,14.568631228550853,14.904309490195606,1.0247895693382119,1.0484019167022507,1.0081321447194873,1.0318678889863409,63.27898636441171,0.6197789332233636,0.36414140826755026,0.0,1.0,1.0,2.0,0,1,2.807378796470093,0.11619984644590797,0.0,3.2104630826874376,0.11619984644590797,14.376475031639663,4.478006649310324
2021-03-29,2021-03-29,18.008069673329885,534850426.5573704,12.52511001140031,14.57734611870676,15.193983673056131,15.938896217907033,1.0423010848015781,1.0934017816489263,1.0215075433175715,1.0619313403428219,67.80364919083547,0.5447391270652276,0.33400356347917104,0.0,1.0,1.0,2.0,0,1,2.8908199726179307,0.08344117614783775,0.0,3.2104630826874376,0.08344117614783775,15.627534156125735,4.867688477839193
2021-03-30,2021-03-30,18.884890865843666,266282434.7053076,12.774513182162794,14.987588475576942,15.86505770810841,16.920894433885913,1.058546392167182,1.12899379786544,1.0289258015727132,1.0716857421976727,70.2080746250885,0.5104127799854095,0.2148858046868965,1.0,1.0,2.0,2.0,1,2,2.9383621772673236,0.04754220464939296,0.04754220464939296,3.3667820063560043,0.09508440929878592,17.186406949904338,5.104698467990757
2021-03-31,2021-03-31,19.175755751876615,320692680.3417659,13.025542302543728,15.386461549510244,16.467002806975355,17.672514873216148,1.0702267544742607,1.1485756368577589,1.0276766879389823,1.0582345083141094,70.98223955596211,0.43772728568032976,0.30318457884685984,1.0,1.0,2.0,2.0,1,2,2.953646759873066,0.01528458260574217,0.01528458260574217,3.4186371466124768,0.03056916521148434,17.719893641284187,5.183320978900265
2021-04-01,2021-04-01,19.48663194355817,255371895.72794142,13.278918366897237,15.776953967990998,17.016026286354048,18.277220563330154,1.0785368532402981,1.1584758756609046,1.0224259816306849,1.0384611288748176,71.82495394338682,0.3574185850656862,0.3688734426523524,1.0,1.0,2.0,2.0,1,2,2.9697286891227854,0.01608192924971963,0.01608192924971963,3.4740598851283235,0.03216385849943926,18.299098593959084,5.267352664901791
2021-04-02,2021-04-02,19.05545051591954,213522852.9244486,13.505449039407916,16.089191734460385,17.386830691729593,18.536630547526617,1.0806528369284008,1.152116952390108,1.0136954312401496,1.0139082683763756,68.83883372651465,0.46044786083028183,0.41718750495291346,1.0,1.0,2.0,2.0,1,2,2.9473531769704766,-0.02237551215230882,-0.02237551215230882,3.3971892332213924,-0.04475102430461764,17.49824827186842,5.150801757156067
2021-04-03,2021-04-03,19.73831924627352,162070984.46377787,13.749875322030096,16.4367276879664,17.814374065283033,18.937193447108918,1.083815124486441,1.1521267375484447,1.0088048429172614,1.003544192185868,70.90210072240757,0.2807709069788277,0.4076526869510283,1.0,1.0,2.0,2.0,1,2,2.982561885814653,0.035208708844176595,0.035208708844176595,3.518930479723229,0.07041741768835319,18.77484974816326,5.3353852417226335
2021-04-04,2021-04-04,22.598963045163597,600716419.5680904,14.096898369996117,17.023607245794704,18.684299334352225,20.157783313127148,1.0975523027863414,1.1841076348907587,1.0142267079665688,1.0215921723852215,77.59480572183966,0.10673127361613997,0.187398112399851,1.0,1.0,2.0,2.0,1,2,3.117904022268222,0.13534213645356896,0.13534213645356896,4.028923581463441,0.2706842729071379,24.61122076900104,6.10863429682164
